VOL,AREA_F,APT_NUM,ST_NUM,YOC,KREIS_2,KREIS_3,KREIS_4,KREIS_6,KREIS_7,KREIS_8,KREIS_9,KREIS_10,KREIS_11,KREIS_12,ZIPCODE_8002,ZIPCODE_8003,ZIPCODE_8004,ZIPCODE_8006,ZIPCODE_8008,ZIPCODE_8032,ZIPCODE_8038,ZIPCODE_8044,ZIPCODE_8045,ZIPCODE_8046,ZIPCODE_8047,ZIPCODE_8048,ZIPCODE_8049,ZIPCODE_8050,ZIPCODE_8051,ZIPCODE_8052,ZIPCODE_8053,ZIPCODE_8055,ZIPCODE_8057,ROOF_F,ROOF_M,ROOF_O,ROOF_P,POC_1900 - 1919,POC_1919 - 1945,POC_1946 - 1960,POC_1961 - 1970,POC_1971 - 1980
2280,187,9,5,1951,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
