,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_ccp_alpha,param_max_depth,param_max_features,param_min_impurity_decrease,param_min_samples_leaf,param_n_estimators,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,split5_test_r2,split6_test_r2,split7_test_r2,split8_test_r2,split9_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,split4_train_r2,split5_train_r2,split6_train_r2,split7_train_r2,split8_train_r2,split9_train_r2,mean_train_r2,std_train_r2,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,split5_test_neg_mean_absolute_error,split6_test_neg_mean_absolute_error,split7_test_neg_mean_absolute_error,split8_test_neg_mean_absolute_error,split9_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_train_neg_mean_absolute_error,split1_train_neg_mean_absolute_error,split2_train_neg_mean_absolute_error,split3_train_neg_mean_absolute_error,split4_train_neg_mean_absolute_error,split5_train_neg_mean_absolute_error,split6_train_neg_mean_absolute_error,split7_train_neg_mean_absolute_error,split8_train_neg_mean_absolute_error,split9_train_neg_mean_absolute_error,mean_train_neg_mean_absolute_error,std_train_neg_mean_absolute_error
109,1.161204958,0.008581078,0.059999442,0.008665362,TRUE,0.01,7,0.5,0,2,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 0.5, 'min_impurity_decrease': 0, 'min_samples_leaf': 2, 'n_estimators': 800}",0.097105773,0.477794946,0.622250492,0.582848581,0.524836743,0.485794283,0.53787961,0.309982258,0.266731368,0.447442257,0.435266631,0.154356291,89,0.786634638,0.754879698,0.763238484,0.766138493,0.762693009,0.758464194,0.760916686,0.773574819,0.760080301,0.764248308,0.765086863,0.008589588,-8.009992708,-7.536379358,-5.874842774,-7.344546763,-7.582513964,-7.802697773,-7.03270714,-11.89606486,-9.590144615,-8.390799896,-8.106068985,1.551062021,89,-5.103261539,-5.333325593,-5.419405841,-5.36385297,-5.384153296,-5.329837699,-5.547348299,-4.964976555,-5.326659849,-5.207907284,-5.298072893,0.157702317
110,1.140810943,0.004941803,0.062104034,0.00844028,TRUE,0.01,7,0.5,0,3,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 0.5, 'min_impurity_decrease': 0, 'min_samples_leaf': 3, 'n_estimators': 800}",0.132797312,0.436018991,0.535478685,0.576506261,0.511062729,0.461306132,0.514256521,0.300092531,0.235484262,0.38487827,0.40878817,0.137060126,151,0.74184373,0.707809469,0.715682594,0.716457084,0.716612707,0.711579476,0.714586465,0.728340592,0.712585034,0.715736435,0.718123359,0.009360248,-7.778609127,-7.90941599,-6.493733039,-7.407394327,-7.683772967,-8.062446954,-7.428115568,-12.30998404,-9.90889955,-8.698399083,-8.368077064,1.564001467,137,-5.567082217,-5.832473178,-5.900261082,-5.864009742,-5.85432777,-5.781428828,-5.992641937,-5.41517681,-5.856002451,-5.764008615,-5.782741263,0.16106022
111,1.184305215,0.007732584,0.068336821,0.011051095,TRUE,0.01,7,0.5,0.01,1,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 0.5, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'n_estimators': 800}",0.051901071,0.501602268,0.679287483,0.512136931,0.510313594,0.512130484,0.572871984,0.336747509,0.292666553,0.514917597,0.448457547,0.167912237,59,0.835644001,0.812705354,0.819350075,0.821781806,0.813190553,0.810522759,0.806597662,0.829061907,0.817724726,0.821873786,0.818845263,0.008335617,-8.583149111,-7.498728514,-5.525867575,-7.67193154,-7.946248407,-7.57557499,-6.618457525,-11.48484413,-9.489377985,-8.189735896,-8.058391567,1.525656283,78,-4.64561513,-4.798857279,-4.879543311,-4.764488567,-4.87840514,-4.796792015,-5.064319091,-4.48090998,-4.798992117,-4.670596324,-4.777851895,0.148696273
112,1.152277017,0.003626397,0.073993397,0.030102011,TRUE,0.01,7,0.5,0.01,2,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 0.5, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 2, 'n_estimators': 800}",0.113201463,0.474510706,0.62004782,0.560442764,0.529921255,0.481628208,0.522590934,0.306924287,0.289404753,0.44672197,0.434539416,0.145494684,92,0.786133574,0.754462982,0.764739704,0.769661563,0.767792537,0.761218242,0.757420164,0.772327212,0.76356224,0.766449208,0.766376743,0.008354099,-8.006564942,-7.602878575,-5.987585904,-7.488352995,-7.580060394,-7.830855851,-7.359019623,-11.93342069,-9.54158306,-8.432097884,-8.176241991,1.510282403,103,-5.145123575,-5.368769064,-5.382442925,-5.327098729,-5.349170103,-5.27604906,-5.581625979,-4.976198109,-5.270276703,-5.195031694,-5.287178594,0.152858499
113,1.140200305,0.00646243,0.062605381,0.007736721,TRUE,0.01,7,0.5,0.01,3,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 0.5, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 3, 'n_estimators': 800}",0.132867522,0.446905676,0.557774667,0.577532791,0.518195946,0.452593738,0.506270642,0.310873572,0.225368967,0.363813244,0.409219676,0.140320864,150,0.740184876,0.706650564,0.716308537,0.716184195,0.715486252,0.709949759,0.713602748,0.725542567,0.715560834,0.713086459,0.717255679,0.008938906,-7.769250965,-7.763946421,-6.250715125,-7.367149524,-7.581868705,-8.074595805,-7.43497158,-12.21715329,-10.03174007,-8.795475202,-8.328686669,1.597933049,131,-5.60156736,-5.828206468,-5.869195642,-5.84265029,-5.867700773,-5.798193943,-6.02819686,-5.439381131,-5.756371429,-5.775709332,-5.780717323,0.152400757
114,1.365559888,0.016451281,0.059694481,0.003010511,TRUE,0.01,7,,0,1,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': None, 'min_impurity_decrease': 0, 'min_samples_leaf': 1, 'n_estimators': 800}",-0.054591931,0.502343321,0.707581245,0.47159013,0.516517972,0.508401943,0.5595857,0.262267612,0.279087599,0.493891757,0.424667535,0.200991336,120,0.852920162,0.827961713,0.838548676,0.845818285,0.837427262,0.845726201,0.82720487,0.859184821,0.838325374,0.839665664,0.841278303,0.009516125,-8.977212699,-7.472655172,-5.13008988,-7.62171022,-7.955704748,-7.586364573,-6.450621752,-12.23317586,-9.739195978,-8.43392442,-8.16006553,1.818318314,100,-4.352461968,-4.635203871,-4.578038812,-4.398427209,-4.538333032,-4.340890359,-4.765360426,-4.093684747,-4.483103486,-4.461943857,-4.464744777,0.175514284
115,1.322703075,0.007662156,0.060617542,0.005094237,TRUE,0.01,7,,0,2,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': None, 'min_impurity_decrease': 0, 'min_samples_leaf': 2, 'n_estimators': 800}",0.049924975,0.462814203,0.656685063,0.557758295,0.541968637,0.49601486,0.508702571,0.242208632,0.279066236,0.41802398,0.421316745,0.171396372,124,0.815598535,0.786185555,0.796951365,0.803067503,0.797629204,0.7985276,0.794134808,0.811432566,0.795826333,0.791444244,0.799079771,0.00841369,-8.115968916,-7.582555833,-5.558034021,-7.294433076,-7.511157264,-7.728529303,-7.027381437,-12.50645454,-9.615789222,-8.691457685,-8.163176129,1.761764397,101,-4.698403792,-5.031871073,-4.963332047,-4.842601667,-4.947546014,-4.855192794,-5.152785813,-4.507253128,-4.841583419,-4.904582071,-4.874515182,0.168728878
116,1.299966168,0.021083998,0.059681511,0.00452766,TRUE,0.01,7,,0,3,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': None, 'min_impurity_decrease': 0, 'min_samples_leaf': 3, 'n_estimators': 800}",0.066915659,0.432586936,0.564187579,0.5611911,0.532751543,0.442977589,0.428850494,0.224302231,0.187561298,0.328033562,0.376935799,0.161588712,180,0.776275615,0.747179862,0.752832708,0.764077687,0.756543789,0.749080513,0.753368969,0.768964441,0.751030151,0.750906671,0.757026041,0.009096505,-7.817234689,-7.825258559,-6.213814853,-7.330075817,-7.381864992,-8.137741869,-7.56895898,-12.84689664,-10.27986801,-8.934572291,-8.43362867,1.788109222,140,-5.129439205,-5.412664493,-5.447669616,-5.25908344,-5.316150769,-5.332210793,-5.524679975,-4.955702595,-5.267529085,-5.350574206,-5.299570418,0.154659366
117,1.33577776,0.009682735,0.071323586,0.024253615,TRUE,0.01,7,,0.01,1,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': None, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'n_estimators': 800}",-0.071242459,0.495802394,0.711076629,0.453918593,0.526064269,0.501299779,0.575832254,0.27757214,0.256622147,0.48152439,0.420847014,0.206358983,128,0.853282794,0.833574495,0.835795663,0.846819166,0.836534574,0.839755199,0.835480213,0.858518037,0.834898269,0.838060781,0.841271919,0.008190988,-8.993898212,-7.489806632,-5.156179722,-7.726832266,-7.969306719,-7.650984772,-6.43466126,-12.06561091,-9.878982955,-8.554918259,-8.192118171,1.788343194,106,-4.355689208,-4.56401379,-4.614449223,-4.408762254,-4.577222165,-4.416484312,-4.650241585,-4.069196532,-4.523099503,-4.491903142,-4.467106171,0.160383204
118,1.312181687,0.014208169,0.059259415,0.004295297,TRUE,0.01,7,,0.01,2,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': None, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 2, 'n_estimators': 800}",0.049786739,0.446085454,0.63985459,0.563335355,0.539540873,0.496897707,0.554890668,0.243052772,0.246393953,0.4388241,0.421866221,0.175153374,122,0.8156596,0.785256023,0.799097895,0.807348841,0.796463211,0.796401205,0.794131162,0.811507923,0.793301009,0.791130922,0.799029779,0.00907682,-8.132819424,-7.672990732,-5.747445577,-7.267213358,-7.543409773,-7.681367812,-6.862006463,-12.48083847,-9.948888653,-8.659490827,-8.199647109,1.767851889,111,-4.710942513,-5.021509695,-5.002483273,-4.813775685,-4.973632859,-4.896791869,-5.125490233,-4.509740379,-4.89887047,-4.951142693,-4.890437967,0.166951438
119,1.28104434,0.009843577,0.059483576,0.003808864,TRUE,0.01,7,,0.01,3,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': None, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 3, 'n_estimators': 800}",0.070537522,0.440186155,0.553715034,0.567723584,0.528159538,0.466227222,0.47214203,0.236059669,0.221176104,0.343181319,0.389910818,0.157797406,172,0.776085777,0.748186082,0.759289121,0.763020238,0.756846704,0.747523167,0.756695792,0.768414912,0.749634562,0.754566526,0.758026288,0.00867929,-7.775922412,-7.682203308,-6.174358291,-7.303651306,-7.434933088,-7.98356185,-7.244890045,-12.77788431,-9.965218005,-8.770222099,-8.311284471,1.765597878,127,-5.1187761,-5.410088731,-5.35855838,-5.3045283,-5.328421644,-5.371692566,-5.537933746,-4.977680651,-5.285124648,-5.321056774,-5.301386154,0.146801401
120,1.117122388,0.013338904,0.060576272,0.003940073,TRUE,0.01,10,sqrt,0,1,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': 'sqrt', 'min_impurity_decrease': 0, 'min_samples_leaf': 1, 'n_estimators': 800}",0.134103775,0.564991112,0.650779839,0.543796057,0.481573963,0.480294647,0.632567261,0.404527332,0.41107202,0.543092421,0.484679843,0.14056726,14,0.886595119,0.866339574,0.870462004,0.871909552,0.874063859,0.876215398,0.864733886,0.879923441,0.866471699,0.876797591,0.873351212,0.006483511,-8.238190881,-7.035221292,-5.359127881,-7.15083798,-7.608243355,-7.527337714,-6.365337039,-10.45534653,-8.16706382,-7.753993816,-7.566070031,1.263567339,31,-3.682692771,-3.916515291,-4.016467518,-3.940763659,-3.891739381,-3.801988836,-4.065546636,-3.598388095,-3.97224973,-3.762076304,-3.864842822,0.14235663
121,1.060810351,0.008677049,0.063450432,0.012815704,TRUE,0.01,10,sqrt,0,2,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': 'sqrt', 'min_impurity_decrease': 0, 'min_samples_leaf': 2, 'n_estimators': 800}",0.165141149,0.456567108,0.579133664,0.544926874,0.469417987,0.447678447,0.602751848,0.364547636,0.36766821,0.415743947,0.441357687,0.120456255,80,0.738544168,0.709690176,0.696495315,0.708478061,0.7153354,0.716417684,0.707839912,0.716179493,0.715613524,0.710010857,0.713460459,0.010118437,-8.180334983,-8.063742712,-6.471635569,-7.723434858,-8.132279338,-8.302487637,-7.337570405,-11.57863825,-8.824734412,-8.547727299,-8.316258547,1.256321162,128,-5.811943626,-5.983394393,-6.377509995,-6.138307546,-6.078805314,-5.953907454,-6.320997692,-5.729339525,-5.988532073,-6.056908476,-6.043964609,0.191299856
122,1.027213144,0.013345843,0.061220622,0.008268272,TRUE,0.01,10,sqrt,0,3,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': 'sqrt', 'min_impurity_decrease': 0, 'min_samples_leaf': 3, 'n_estimators': 800}",0.181834821,0.38370313,0.490946593,0.495460363,0.463906019,0.422712228,0.535548895,0.329870627,0.345763926,0.332347857,0.398209446,0.100311194,164,0.644391453,0.610696889,0.610205194,0.606881108,0.612586333,0.613119323,0.600170299,0.616001388,0.630321535,0.624138516,0.616851204,0.01218835,-8.370209517,-8.724882996,-7.107625714,-8.492843167,-8.741252917,-8.907430581,-7.981261048,-12.31967978,-9.110301619,-9.124785785,-8.888027313,1.278538035,173,-6.921568839,-7.142195728,-7.367998266,-7.302460762,-7.307336682,-7.134254973,-7.49820808,-6.850953579,-6.970661225,-7.07335298,-7.156899111,0.199060488
123,1.068365812,0.01248555,0.0590976,0.003548502,TRUE,0.01,10,sqrt,0.01,1,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': 'sqrt', 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'n_estimators': 800}",0.132161428,0.562720526,0.657693278,0.537946227,0.491204548,0.466033252,0.655783651,0.41004296,0.434845844,0.526395221,0.487482694,0.14230707,8,0.88788148,0.864411893,0.862151854,0.869241617,0.868064524,0.871946001,0.861363459,0.86919742,0.867227914,0.869603727,0.869108989,0.007041394,-8.358283068,-7.171808463,-5.52144975,-7.285545134,-7.594735886,-7.684458196,-6.059535609,-10.57970474,-7.905554789,-7.766770971,-7.59278466,1.286743239,34,-3.812769561,-4.043968144,-4.222960397,-4.010695856,-4.035572809,-3.924357135,-4.162712461,-3.785561827,-4.031429579,-3.92793925,-3.995796702,0.131249537
124,1.040089846,0.008582326,0.062110066,0.01264329,TRUE,0.01,10,sqrt,0.01,2,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': 'sqrt', 'min_impurity_decrease': 0.01, 'min_samples_leaf': 2, 'n_estimators': 800}",0.182433924,0.464606885,0.578323113,0.537429233,0.489878617,0.469512224,0.604323804,0.368540627,0.359950463,0.408528948,0.446352784,0.117487829,63,0.730325069,0.706321239,0.697607164,0.706618008,0.705556387,0.712773864,0.705240628,0.706620572,0.706483133,0.707300258,0.708484632,0.008061437,-8.157470515,-8.130558297,-6.400824446,-7.920703588,-8.101101927,-8.178679799,-7.288704396,-11.60863772,-8.81196843,-8.615909095,-8.321455822,1.272051368,129,-5.933409801,-6.042365868,-6.357441472,-6.163375987,-6.207297659,-6.028300089,-6.314701755,-5.815961299,-6.134084163,-6.075589296,-6.107252739,0.156852382
125,1.023289657,0.007489669,0.062293673,0.009684668,TRUE,0.01,10,sqrt,0.01,3,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': 'sqrt', 'min_impurity_decrease': 0.01, 'min_samples_leaf': 3, 'n_estimators': 800}",0.203179072,0.405985504,0.469132168,0.503068708,0.468418713,0.414872768,0.556686402,0.329521025,0.326042951,0.332282647,0.400918996,0.099319582,159,0.639885541,0.611229951,0.595525503,0.602767675,0.612534197,0.609267787,0.607823922,0.614337416,0.611366991,0.61573545,0.612047443,0.010861982,-8.374766198,-8.574810294,-7.36876705,-8.419169226,-8.702485647,-8.984737864,-7.855398767,-12.3445676,-9.3944434,-9.081128109,-8.910027416,1.274213396,176,-7.031996358,-7.138683408,-7.563277107,-7.3501598,-7.314499516,-7.20658608,-7.462360299,-6.887457494,-7.260592824,-7.217528025,-7.243314091,0.187454007
126,1.137316632,0.005941942,0.062424946,0.005792061,TRUE,0.01,10,0.2,0,1,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': 0.2, 'min_impurity_decrease': 0, 'min_samples_leaf': 1, 'n_estimators': 800}",0.110812252,0.592641132,0.667317935,0.52294367,0.482261844,0.488805857,0.608376614,0.408026007,0.380889486,0.56343112,0.482550591,0.149793807,16,0.898219486,0.881875025,0.881501639,0.885840672,0.883994452,0.885967779,0.876630693,0.890806606,0.884977303,0.887395014,0.885720867,0.005511038,-8.120913635,-6.761845724,-5.175421239,-7.141143863,-7.581270238,-7.361506888,-6.476584,-10.41436414,-8.289703577,-7.567083866,-7.488983717,1.29059877,23,-3.492590678,-3.663641144,-3.762907334,-3.684242379,-3.686348648,-3.567918493,-3.877909351,-3.410171934,-3.616448409,-3.592796177,-3.635497455,0.125975356
127,1.079616499,0.006433085,0.061355829,0.005749086,TRUE,0.01,10,0.2,0,2,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': 0.2, 'min_impurity_decrease': 0, 'min_samples_leaf': 2, 'n_estimators': 800}",0.17844711,0.497520384,0.587856826,0.552953471,0.492873713,0.471294309,0.5929837,0.368863554,0.338355183,0.45642843,0.453757668,0.121361787,46,0.773668717,0.744384387,0.742584999,0.745274517,0.74910192,0.744269719,0.743180139,0.753182984,0.747856985,0.74933944,0.749284381,0.008713484,-7.785162612,-7.667697156,-6.136168963,-7.507532407,-7.722783961,-7.861147486,-6.983208564,-11.41319528,-8.814242087,-8.121222792,-8.00123613,1.316454944,71,-5.208946136,-5.445434264,-5.708661345,-5.616660765,-5.54259868,-5.502043891,-5.724123937,-5.213297511,-5.454371145,-5.459567238,-5.487570491,0.167707966
128,1.045412827,0.009441914,0.066210413,0.018464791,TRUE,0.01,10,0.2,0,3,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': 0.2, 'min_impurity_decrease': 0, 'min_samples_leaf': 3, 'n_estimators': 800}",0.179899925,0.427831446,0.51899874,0.540264845,0.47018464,0.438408871,0.574985893,0.334908487,0.344955127,0.348077455,0.417851543,0.112628045,138,0.683870517,0.657091923,0.654233345,0.661503874,0.665743837,0.662660805,0.660191568,0.666764019,0.662530256,0.662187042,0.663677719,0.007586592,-8.104986831,-8.242765586,-6.720384376,-7.894666658,-8.301747652,-8.404945346,-7.54839828,-12.02511908,-9.121156377,-8.877288709,-8.52414589,1.328847873,146,-6.378514888,-6.462781323,-6.750108495,-6.609524569,-6.631519745,-6.466722543,-6.763064818,-6.195105328,-6.508105864,-6.55576831,-6.532121588,0.162517781
129,1.10512743,0.008627506,0.062970209,0.006748307,TRUE,0.01,10,0.2,0.01,1,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': 0.2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'n_estimators': 800}",0.118956768,0.584909605,0.671057751,0.525284141,0.49244639,0.48026744,0.629605109,0.415025594,0.402631933,0.547248295,0.486743303,0.147215398,9,0.894120253,0.877518136,0.8782388,0.883085047,0.883619195,0.883378267,0.879730734,0.887239142,0.883152341,0.883316348,0.883339826,0.004522615,-8.08644406,-6.877731019,-5.269317486,-7.209337501,-7.594903714,-7.44215868,-6.223022512,-10.41717441,-8.138763639,-7.654630998,-7.491348402,1.279674806,24,-3.568604843,-3.702156768,-3.886346038,-3.752318438,-3.728775094,-3.683907899,-3.860069938,-3.517725441,-3.689482915,-3.697956789,-3.708734416,0.106778579
130,1.071157026,0.013652202,0.061663485,0.005828474,TRUE,0.01,10,0.2,0.01,2,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': 0.2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 2, 'n_estimators': 800}",0.148719419,0.493042316,0.579168574,0.54619137,0.486337485,0.470758554,0.572372954,0.365286478,0.342511198,0.43418791,0.443857626,0.124052149,73,0.777439573,0.742742403,0.740157705,0.748210369,0.748528194,0.753105118,0.742503159,0.748783524,0.751218792,0.745943514,0.749863235,0.009964539,-8.021390838,-7.625299402,-6.239700538,-7.651191418,-7.828495535,-7.858737337,-7.330801759,-11.36821672,-8.961275862,-8.285086069,-8.117019547,1.267740052,93,-5.244961986,-5.479686594,-5.733414801,-5.611295589,-5.564764235,-5.419059282,-5.751712156,-5.213805111,-5.458895561,-5.514145977,-5.499174129,0.170358855
131,1.045513391,0.007304301,0.069467711,0.020324611,TRUE,0.01,10,0.2,0.01,3,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': 0.2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 3, 'n_estimators': 800}",0.18724864,0.436983936,0.512099325,0.537095644,0.484808651,0.432678046,0.552318586,0.345857683,0.331922709,0.347198501,0.416821172,0.108156428,141,0.681670354,0.65208809,0.656029665,0.65319939,0.663310464,0.657555392,0.651669275,0.662979889,0.660298962,0.659415352,0.659821683,0.008303877,-8.128560808,-8.195760308,-6.867112935,-7.922649857,-8.296658295,-8.553817427,-7.824891809,-11.96166107,-9.197316847,-8.849186989,-8.579761634,1.275063056,159,-6.37389781,-6.577415769,-6.748327504,-6.666890725,-6.658551735,-6.49635841,-6.877218253,-6.207975961,-6.559715142,-6.631614188,-6.57979655,0.179262626
132,1.190460801,0.010458011,0.06172843,0.005039808,TRUE,0.01,10,0.3,0,1,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': 0.3, 'min_impurity_decrease': 0, 'min_samples_leaf': 1, 'n_estimators': 800}",0.094575787,0.5734146,0.667332905,0.520553269,0.496323977,0.488737303,0.61265565,0.386651858,0.378946039,0.553070007,0.477226139,0.153670001,19,0.90849284,0.890720212,0.894646062,0.89960871,0.899116309,0.897935775,0.887643988,0.902828454,0.891705121,0.895269484,0.896796695,0.005842473,-8.001725952,-6.848819102,-5.120099018,-7.158210492,-7.462267934,-7.284992903,-6.022280447,-10.59718152,-8.391687899,-7.518223128,-7.44054884,1.379871351,18,-3.240504962,-3.459771382,-3.512984035,-3.402197678,-3.410623867,-3.381929027,-3.67143429,-3.180596431,-3.488771823,-3.396719715,-3.414553321,0.130310644
133,1.127793241,0.022721124,0.060391259,0.004065838,TRUE,0.01,10,0.3,0,2,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': 0.3, 'min_impurity_decrease': 0, 'min_samples_leaf': 2, 'n_estimators': 800}",0.124992721,0.529249961,0.613070151,0.587183144,0.480875354,0.507807463,0.572549994,0.384698583,0.327523617,0.467110545,0.459506153,0.139745737,29,0.818015078,0.789985181,0.787780242,0.792752411,0.798066587,0.794902437,0.793009103,0.79561048,0.787810892,0.785838239,0.794377065,0.008703501,-7.726354054,-7.280428264,-5.6939185,-7.028922225,-7.413751301,-7.322576662,-6.821238847,-11.15694091,-8.908697103,-8.082224985,-7.743505285,1.385157362,54,-4.551578067,-4.790656574,-4.95724307,-4.903128364,-4.801563681,-4.754351987,-4.979819495,-4.60687139,-4.78551481,-4.872612927,-4.800334036,0.132046521
134,1.097298884,0.009189639,0.060070443,0.003310273,TRUE,0.01,10,0.3,0,3,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': 0.3, 'min_impurity_decrease': 0, 'min_samples_leaf': 3, 'n_estimators': 800}",0.128372256,0.453818771,0.523107603,0.557880373,0.486319258,0.465939128,0.528415067,0.37497436,0.316490269,0.383105158,0.421842224,0.121722621,123,0.734638458,0.703732133,0.706347534,0.707907,0.713423359,0.710478117,0.706226716,0.719734878,0.712257424,0.710416592,0.712516221,0.008526255,-7.924867237,-7.90746333,-6.520587455,-7.478110149,-7.757462391,-7.937890712,-7.542298968,-11.55787445,-9.203101644,-8.470681979,-8.230033832,1.286301708,117,-5.639936069,-5.784809642,-6.020759824,-5.951488907,-5.87947373,-5.7807716,-6.076037092,-5.450910808,-5.761698078,-5.817248414,-5.816313416,0.173604094
135,1.161095786,0.012089765,0.068005776,0.022630104,TRUE,0.01,10,0.3,0.01,1,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': 0.3, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'n_estimators': 800}",0.076792944,0.570468052,0.673302447,0.493282018,0.492042297,0.494746334,0.614453139,0.378870297,0.364512442,0.558032855,0.471650283,0.159906006,24,0.907480215,0.891569996,0.892827292,0.900036891,0.895967876,0.895838908,0.887689672,0.900396841,0.891317355,0.895264437,0.895838948,0.005370404,-8.196043692,-6.862713204,-5.01408324,-7.265603631,-7.336240304,-7.187433709,-6.184686438,-10.70037333,-8.486905866,-7.472348024,-7.470643144,1.420859557,21,-3.299019259,-3.469135642,-3.547479277,-3.441953016,-3.451629696,-3.434065381,-3.694913334,-3.258890567,-3.487124605,-3.397164378,-3.448137516,0.115596451
136,1.116713619,0.007455478,0.066090083,0.009527246,TRUE,0.01,10,0.3,0.01,2,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': 0.3, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 2, 'n_estimators': 800}",0.130691162,0.516427404,0.617148449,0.575509837,0.502324969,0.481552395,0.578618234,0.374469105,0.32861915,0.451589267,0.455694997,0.138005285,43,0.813775714,0.784465807,0.787662156,0.794677318,0.796079261,0.791462423,0.793639716,0.792711234,0.790518018,0.78576887,0.793076052,0.007787804,-7.69941615,-7.31297536,-5.779549226,-7.121434479,-7.303921136,-7.529067092,-6.843950628,-11.13712338,-8.928487632,-8.138824052,-7.779474914,1.361762741,59,-4.606337077,-4.819546409,-4.973921273,-4.906543553,-4.774970716,-4.776122051,-5.016934985,-4.608349616,-4.797593135,-4.879514105,-4.815983292,0.129710615
137,1.100652361,0.026592757,0.061381412,0.006949208,TRUE,0.01,10,0.3,0.01,3,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 10, 'max_features': 0.3, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 3, 'n_estimators': 800}",0.161413235,0.456820797,0.548769202,0.564840208,0.479976873,0.46122434,0.550671428,0.363871497,0.302542836,0.370307272,0.426043769,0.121328259,114,0.733674822,0.701176279,0.706215462,0.707732822,0.713142141,0.704680241,0.708991518,0.711989354,0.712552705,0.712360414,0.711251576,0.008350982,-7.813546917,-7.794098474,-6.38662018,-7.497095827,-7.879069623,-7.970394776,-7.454066121,-11.76008934,-9.344420851,-8.552976514,-8.245237862,1.374653332,120,-5.668784485,-5.826802491,-6.054897219,-5.974575169,-5.94010658,-5.847051525,-6.091552125,-5.537665194,-5.738797567,-5.801516849,-5.84817492,0.164192164
