,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_ccp_alpha,param_max_depth,param_max_features,param_min_impurity_decrease,param_min_samples_leaf,param_n_estimators,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,split5_test_r2,split6_test_r2,split7_test_r2,split8_test_r2,split9_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_train_r2,split1_train_r2,split2_train_r2,split3_train_r2,split4_train_r2,split5_train_r2,split6_train_r2,split7_train_r2,split8_train_r2,split9_train_r2,mean_train_r2,std_train_r2,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,split5_test_neg_mean_absolute_error,split6_test_neg_mean_absolute_error,split7_test_neg_mean_absolute_error,split8_test_neg_mean_absolute_error,split9_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_train_neg_mean_absolute_error,split1_train_neg_mean_absolute_error,split2_train_neg_mean_absolute_error,split3_train_neg_mean_absolute_error,split4_train_neg_mean_absolute_error,split5_train_neg_mean_absolute_error,split6_train_neg_mean_absolute_error,split7_train_neg_mean_absolute_error,split8_train_neg_mean_absolute_error,split9_train_neg_mean_absolute_error,mean_train_neg_mean_absolute_error,std_train_neg_mean_absolute_error
80,1.112233829,0.009082736,0.061600041,0.009688324,TRUE,0,13,0.5,0,3,800,"{'bootstrap': True, 'ccp_alpha': 0, 'max_depth': 13, 'max_features': 0.5, 'min_impurity_decrease': 0, 'min_samples_leaf': 3, 'n_estimators': 800}",0.11227247,0.482662778,0.555681019,0.572472652,0.504664371,0.473585177,0.515413363,0.3100628,0.285993641,0.392582394,0.420539066,0.1379188,129,0.784208189,0.756064509,0.753426814,0.757309958,0.762191917,0.751501981,0.763617247,0.760728631,0.758105893,0.759861742,0.760701688,0.008609802,-7.578058426,-7.393182259,-6.120321059,-7.206348735,-7.283050644,-7.75210094,-7.151018368,-12.01110707,-9.398877837,-8.339537091,-8.023360243,1.5543888,75,-4.927336593,-5.090221467,-5.283663791,-5.271495657,-5.101671577,-5.169066407,-5.265442014,-4.865957962,-5.073328823,-5.11664165,-5.116482594,0.133507549
81,1.218816876,0.008996094,0.059286714,0.00222631,TRUE,0,13,0.5,0.01,1,800,"{'bootstrap': True, 'ccp_alpha': 0, 'max_depth': 13, 'max_features': 0.5, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'n_estimators': 800}",0.021354593,0.586930975,0.682052308,0.495628724,0.48218059,0.509670362,0.557729883,0.341293613,0.355111142,0.548368946,0.458032114,0.174491082,32,0.936152223,0.923596026,0.922191432,0.929142629,0.93148709,0.92814534,0.924221074,0.927188845,0.926638563,0.925296809,0.927406003,0.003919827,-8.260366369,-6.61638405,-4.771065577,-6.963502614,-7.392176967,-6.941188538,-6.196515046,-10.65825012,-8.574707311,-7.32930703,-7.370346362,1.486855434,15,-2.629439099,-2.814204547,-2.920368686,-2.791215979,-2.682336014,-2.757487954,-2.919120103,-2.624766881,-2.736009453,-2.819860149,-2.769480886,0.099790759
82,1.151168418,0.007509539,0.06480453,0.009737474,TRUE,0,13,0.5,0.01,2,800,"{'bootstrap': True, 'ccp_alpha': 0, 'max_depth': 13, 'max_features': 0.5, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 2, 'n_estimators': 800}",0.067329084,0.533306132,0.630154511,0.576187567,0.492569222,0.508586086,0.545128997,0.334988578,0.301334778,0.474307215,0.446389217,0.158694462,62,0.856542394,0.834235056,0.831163857,0.840734044,0.848710173,0.838136116,0.840791,0.842226635,0.836169745,0.835357122,0.840406614,0.007106337,-7.687444485,-7.008026129,-5.432125862,-6.849940472,-7.197818713,-7.157909518,-6.807452947,-11.41736859,-9.10187265,-7.778201955,-7.643816132,1.531213689,39,-3.867329016,-4.052477631,-4.280514099,-4.137762791,-3.955132655,-4.063375567,-4.22214497,-3.878556603,-4.03336358,-4.114566603,-4.060522351,0.128746942
83,1.109043145,0.005030676,0.061265159,0.003260526,TRUE,0,13,0.5,0.01,3,800,"{'bootstrap': True, 'ccp_alpha': 0, 'max_depth': 13, 'max_features': 0.5, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 3, 'n_estimators': 800}",0.11862702,0.488749705,0.535784652,0.578661593,0.506056734,0.471905755,0.518797839,0.325719028,0.269747125,0.389887358,0.420393681,0.136514766,130,0.781998106,0.75290276,0.756780759,0.761148897,0.764902884,0.751477676,0.756876593,0.763796833,0.756604959,0.756210273,0.760269974,0.008318475,-7.527923842,-7.342299417,-6.186187701,-7.127523605,-7.384521632,-7.699146179,-7.179387209,-11.93246882,-9.457342175,-8.299737732,-8.013653831,1.533799977,74,-4.945739097,-5.104008002,-5.25617071,-5.237125168,-5.098757243,-5.153786766,-5.340454966,-4.856786259,-5.075962261,-5.159489984,-5.122828046,0.136299979
84,1.471849251,0.009433551,0.069429207,0.010855481,TRUE,0,13,,0,1,800,"{'bootstrap': True, 'ccp_alpha': 0, 'max_depth': 13, 'max_features': None, 'min_impurity_decrease': 0, 'min_samples_leaf': 1, 'n_estimators': 800}",-0.054210602,0.556710899,0.729592586,0.4814672,0.485854943,0.519467993,0.59744518,0.268684053,0.310206618,0.525428583,0.442064745,0.207390129,78,0.931225045,0.921314452,0.917939854,0.928123526,0.928044858,0.921780541,0.921475554,0.926833583,0.923165039,0.922947514,0.924284997,0.003870708,-8.481489631,-6.844822859,-4.506419444,-7.01658768,-7.58747053,-6.99295557,-5.976460169,-11.50734256,-9.032350318,-7.381520545,-7.532741931,1.777186504,27,-2.726854851,-2.842715658,-2.96077071,-2.739224353,-2.721177254,-2.806911242,-2.930183436,-2.665275873,-2.783357861,-2.860900866,-2.80373721,0.090510252
85,1.3513412,0.012154641,0.059551477,0.004346782,TRUE,0,13,,0,2,800,"{'bootstrap': True, 'ccp_alpha': 0, 'max_depth': 13, 'max_features': None, 'min_impurity_decrease': 0, 'min_samples_leaf': 2, 'n_estimators': 800}",0.032371687,0.505600077,0.66204195,0.567533572,0.518670014,0.491870764,0.542987051,0.23603157,0.249156403,0.488495685,0.429475877,0.182971634,102,0.877373502,0.854505374,0.856749501,0.865177318,0.86234547,0.858392764,0.860081035,0.861340797,0.850922693,0.854631187,0.860151964,0.007001995,-7.930658814,-7.042470822,-5.105959599,-6.91360497,-7.075165238,-7.270314508,-6.682258118,-12.24845902,-9.536489408,-7.734533138,-7.753991363,1.829674073,56,-3.59420693,-3.825500608,-3.938934567,-3.7398116,-3.723981059,-3.755227114,-3.910939979,-3.599908771,-3.797232181,-3.862004842,-3.774774765,0.111150048
86,1.283696985,0.022851838,0.063093066,0.006015826,TRUE,0,13,,0,3,800,"{'bootstrap': True, 'ccp_alpha': 0, 'max_depth': 13, 'max_features': None, 'min_impurity_decrease': 0, 'min_samples_leaf': 3, 'n_estimators': 800}",0.054730633,0.465337734,0.561848571,0.566047335,0.525318187,0.463532836,0.452078228,0.235424702,0.241098036,0.366769816,0.393218608,0.158958825,170,0.813748504,0.786235376,0.787882285,0.790733674,0.79687569,0.7773565,0.792488035,0.798147838,0.786312411,0.784828363,0.791460868,0.009390955,-7.750077434,-7.412667697,-5.941695975,-7.059198105,-7.150764057,-7.863460433,-7.243796095,-12.59257575,-9.752914937,-8.290171441,-8.105732192,1.760048367,88,-4.515130922,-4.730020641,-4.853204485,-4.813844642,-4.648593296,-4.840198494,-4.876394872,-4.443531276,-4.642647397,-4.783397029,-4.714696305,0.140990861
87,1.442967916,0.014499206,0.060938525,0.004137724,TRUE,0,13,,0.01,1,800,"{'bootstrap': True, 'ccp_alpha': 0, 'max_depth': 13, 'max_features': None, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'n_estimators': 800}",-0.077826615,0.549074091,0.720714815,0.435531443,0.494672471,0.518546753,0.549155689,0.274827785,0.329246456,0.544159708,0.43381026,0.207352428,93,0.931876911,0.922573991,0.919994052,0.929212082,0.928080532,0.923675252,0.920014853,0.926020139,0.922161238,0.924070414,0.924767946,0.003761646,-8.682592129,-6.946884638,-4.536559848,-7.365668546,-7.609031567,-7.009056207,-6.387044913,-11.38081186,-8.903222826,-7.336062211,-7.615693474,1.700553636,35,-2.732271974,-2.809857041,-2.937546212,-2.774143046,-2.745529016,-2.81555467,-3.008829257,-2.675658428,-2.79774816,-2.869975194,-2.8167113,0.094159563
88,1.338636017,0.007812777,0.062857223,0.006241065,TRUE,0,13,,0.01,2,800,"{'bootstrap': True, 'ccp_alpha': 0, 'max_depth': 13, 'max_features': None, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 2, 'n_estimators': 800}",0.019130422,0.510250039,0.66745874,0.565429289,0.512494063,0.524261123,0.528855125,0.248617411,0.243603329,0.451953792,0.427205333,0.185335269,109,0.877954661,0.853827562,0.8559093,0.86477179,0.86527505,0.858151604,0.860005257,0.858926905,0.853220023,0.852982391,0.860102454,0.00726276,-7.78386885,-7.111826883,-5.103511884,-6.826330296,-7.149664017,-7.107798904,-6.609484637,-12.22803007,-9.552342791,-7.898691131,-7.737154946,1.834686073,53,-3.550517651,-3.877199182,-3.923320348,-3.720587791,-3.673745166,-3.819893314,-3.936278063,-3.611543555,-3.766892029,-3.888953016,-3.776893011,0.127987648
89,1.274308491,0.00707733,0.060764933,0.005929973,TRUE,0,13,,0.01,3,800,"{'bootstrap': True, 'ccp_alpha': 0, 'max_depth': 13, 'max_features': None, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 3, 'n_estimators': 800}",0.038856407,0.464596862,0.562652532,0.561870993,0.519805943,0.463022398,0.45662064,0.229593653,0.253642428,0.35248804,0.39031499,0.161420244,171,0.813692898,0.783779646,0.786334412,0.796466747,0.793946215,0.778300815,0.791164257,0.799441827,0.78516463,0.783042501,0.791133395,0.009783611,-7.761977368,-7.395249523,-5.97974896,-7.090044358,-7.208690389,-7.849341135,-7.306843673,-12.60833089,-9.606494545,-8.358158457,-8.11648793,1.739864005,92,-4.475818694,-4.728232007,-4.88091648,-4.755771845,-4.666629893,-4.82418088,-4.861589207,-4.44602657,-4.669920546,-4.809577532,-4.711866365,0.143369281
90,1.057335258,0.007662715,0.059686065,0.004173069,TRUE,0.01,7,sqrt,0,1,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 'sqrt', 'min_impurity_decrease': 0, 'min_samples_leaf': 1, 'n_estimators': 800}",0.150709024,0.460001753,0.65122609,0.495003941,0.494965431,0.442532241,0.559080972,0.375190832,0.381367704,0.452025839,0.446210383,0.125034407,64,0.763685887,0.738678081,0.7294847,0.734872929,0.735753712,0.746491624,0.733177585,0.753229316,0.745194715,0.752968036,0.743353659,0.010315252,-8.761433892,-8.070809117,-6.411054383,-8.3033255,-8.402337127,-8.679293455,-7.533955896,-11.56089808,-8.738704641,-8.726747557,-8.518855964,1.228974713,143,-5.736346038,-5.960724373,-6.24581684,-6.015607711,-6.040697087,-5.874173881,-6.219910691,-5.586381754,-5.936172739,-5.7987635,-5.941459461,0.194667624
91,1.032401538,0.008307115,0.061384106,0.006221993,TRUE,0.01,7,sqrt,0,2,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 'sqrt', 'min_impurity_decrease': 0, 'min_samples_leaf': 2, 'n_estimators': 800}",0.184332197,0.412567479,0.556112757,0.501784176,0.482829655,0.444125258,0.552653234,0.33649727,0.333460635,0.374881687,0.417924435,0.109266058,137,0.668436914,0.640742616,0.632111282,0.636124104,0.63644251,0.642968235,0.627916216,0.652142238,0.646399553,0.636613855,0.641989752,0.011019125,-8.608230187,-8.559025029,-7.065415099,-8.412971515,-8.632964381,-8.735633958,-7.826918734,-12.11381295,-9.217760726,-8.878165839,-8.805089842,1.240728923,161,-6.782092658,-7.004230338,-7.23253131,-7.072599942,-7.158131413,-6.939759782,-7.324577339,-6.534971823,-7.017466285,-7.029994386,-7.009635528,0.213858703
92,1.024061465,0.006303721,0.060603619,0.003635741,TRUE,0.01,7,sqrt,0,3,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 'sqrt', 'min_impurity_decrease': 0, 'min_samples_leaf': 3, 'n_estimators': 800}",0.194341847,0.364585917,0.464174905,0.47469301,0.459935252,0.400258427,0.508267528,0.310256984,0.337307605,0.301057842,0.381487932,0.093224345,178,0.596806063,0.573616984,0.569719842,0.56958941,0.564157616,0.572825869,0.564951198,0.584025054,0.584094584,0.584324724,0.576411134,0.009945023,-8.812084745,-8.9425363,-7.654904046,-8.698750641,-9.055728753,-9.378548741,-8.320361024,-12.58369692,-9.297587009,-9.388220572,-9.213241875,1.231844081,180,-7.56786575,-7.671672725,-7.922521651,-7.778649827,-7.905141555,-7.610497852,-8.001592665,-7.238892422,-7.608231662,-7.600930744,-7.690599685,0.210947408
93,1.048834395,0.007060417,0.069097471,0.020841233,TRUE,0.01,7,sqrt,0.01,1,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 'sqrt', 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'n_estimators': 800}",0.141196198,0.465920618,0.618848273,0.486991146,0.489824659,0.449800741,0.575982581,0.353931133,0.358832314,0.464386988,0.440571465,0.126415102,81,0.76505737,0.735761134,0.718654568,0.735605751,0.729609013,0.740050819,0.718820253,0.744608991,0.741877518,0.74468878,0.73747342,0.012885069,-8.940728146,-8.081746739,-6.619487459,-8.435649341,-8.458952705,-8.619791042,-7.35332889,-11.80938243,-8.931194924,-8.575944658,-8.582620633,1.277340281,160,-5.829815859,-6.006998874,-6.338896368,-6.07004718,-6.172288229,-5.948751381,-6.342472178,-5.677916972,-6.064649406,-5.888629626,-6.034046607,0.201765829
94,1.032301068,0.007422897,0.058956814,0.00583721,TRUE,0.01,7,sqrt,0.01,2,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 'sqrt', 'min_impurity_decrease': 0.01, 'min_samples_leaf': 2, 'n_estimators': 800}",0.176364395,0.407878647,0.544480822,0.490342574,0.486227086,0.437290244,0.555338133,0.339153692,0.341772277,0.386637879,0.416548575,0.107981382,142,0.66308935,0.637734023,0.629002019,0.629906701,0.631535902,0.63728264,0.627170126,0.643531267,0.642522698,0.638366282,0.638014101,0.009933673,-8.6885402,-8.586819954,-7.129012653,-8.481095221,-8.568365411,-8.95511164,-7.816120257,-12.129366,-9.122777025,-8.911154559,-8.838836292,1.232219025,164,-6.885518162,-7.023161501,-7.270567918,-7.110329428,-7.186750658,-7.001248549,-7.361285766,-6.648109504,-7.010499805,-7.038573507,-7.05360448,0.190030939
95,1.025112557,0.008535112,0.05896759,0.004207777,TRUE,0.01,7,sqrt,0.01,3,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 'sqrt', 'min_impurity_decrease': 0.01, 'min_samples_leaf': 3, 'n_estimators': 800}",0.189901093,0.369144697,0.471792613,0.459029985,0.461421108,0.411172469,0.520359411,0.302690411,0.335183732,0.302407464,0.382310298,0.096011164,177,0.597538407,0.567526091,0.563975419,0.563620031,0.567216517,0.570770676,0.560009212,0.583030171,0.569319118,0.575417108,0.571842275,0.010560755,-8.77135118,-8.898649725,-7.572174282,-8.864999149,-9.046208242,-9.304581506,-8.033680229,-12.68770296,-9.276331728,-9.427346384,-9.188302539,1.29041472,178,-7.539229009,-7.747199017,-7.947231873,-7.827083756,-7.8346709,-7.667683872,-8.011217339,-7.237749053,-7.785156307,-7.751449904,-7.734867103,0.208039235
96,1.082718658,0.026698818,0.061177015,0.008087005,TRUE,0.01,7,0.2,0,1,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 0.2, 'min_impurity_decrease': 0, 'min_samples_leaf': 1, 'n_estimators': 800}",0.151030971,0.479143541,0.655461345,0.514637266,0.503767794,0.456132337,0.571775503,0.366474763,0.346890995,0.481125241,0.452643976,0.131487196,49,0.784756497,0.758874109,0.759068572,0.761462352,0.753071552,0.765453353,0.748326233,0.774411073,0.763822235,0.769705065,0.763895104,0.009979657,-8.702690556,-7.813111853,-6.210821312,-8.060053903,-8.26687678,-8.402485425,-7.242854873,-11.44002799,-8.954061388,-8.351885474,-8.344486955,1.273620469,132,-5.452290293,-5.653477077,-5.773075172,-5.64738124,-5.80441471,-5.567104177,-5.897443412,-5.285756941,-5.685839904,-5.44708274,-5.621386567,0.176959055
97,1.051884389,0.005413613,0.072583532,0.014325302,TRUE,0.01,7,0.2,0,2,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 0.2, 'min_impurity_decrease': 0, 'min_samples_leaf': 2, 'n_estimators': 800}",0.175140657,0.431020401,0.580304559,0.533260078,0.48902555,0.468414542,0.555010188,0.335486657,0.321830199,0.401841929,0.429133476,0.11841221,104,0.700329938,0.677473708,0.671008955,0.672120108,0.676341795,0.680406765,0.668382712,0.687346606,0.681529309,0.682799091,0.679773899,0.008802071,-8.53530225,-8.250248959,-6.633992771,-8.016004787,-8.331203833,-8.284094508,-7.651152718,-12.01228966,-9.233232744,-8.621476921,-8.556899915,1.320291437,153,-6.35849994,-6.460376309,-6.679311223,-6.554477148,-6.564684124,-6.384265168,-6.795086858,-6.140397159,-6.482428835,-6.392330599,-6.481185736,0.172928686
98,1.046588421,0.021517284,0.061853623,0.008856313,TRUE,0.01,7,0.2,0,3,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 0.2, 'min_impurity_decrease': 0, 'min_samples_leaf': 3, 'n_estimators': 800}",0.184590851,0.389974214,0.501079964,0.490005813,0.475124307,0.43228176,0.539404604,0.33543409,0.314401324,0.337977618,0.400027455,0.103093113,162,0.64829239,0.616909571,0.614809753,0.608152688,0.614018314,0.617707252,0.609267261,0.622753395,0.622837644,0.620776676,0.619552494,0.010713405,-8.488945131,-8.512762786,-7.19501014,-8.478242169,-8.575429035,-8.742177029,-7.88507777,-12.22046419,-9.450737348,-9.014285316,-8.856313092,1.260431678,169,-6.899158929,-7.055493822,-7.291492553,-7.222228364,-7.274905072,-7.054104666,-7.381754161,-6.708910034,-7.099994182,-7.114412426,-7.110245421,0.189240607
99,1.065685368,0.009893126,0.060669541,0.004418281,TRUE,0.01,7,0.2,0.01,1,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 0.2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'n_estimators': 800}",0.124469092,0.478265442,0.633101552,0.50806714,0.494438307,0.465558411,0.570439646,0.373899406,0.348442662,0.454926034,0.445160769,0.132772396,69,0.784630867,0.761801326,0.754536146,0.762640278,0.755695306,0.763975054,0.744492042,0.772801243,0.768638127,0.768362434,0.763757282,0.010434678,-8.762470007,-7.807197437,-6.298182778,-8.147608936,-8.272526959,-8.288305032,-7.306972948,-11.47449937,-9.074818772,-8.577738816,-8.401032106,1.269924279,139,-5.472336229,-5.624591858,-5.830533884,-5.656505252,-5.804335234,-5.601262913,-5.977550804,-5.292501055,-5.612089202,-5.515970849,-5.638767728,0.18554619
100,1.044049501,0.00742681,0.061135387,0.007001343,TRUE,0.01,7,0.2,0.01,2,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 0.2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 2, 'n_estimators': 800}",0.171951222,0.421688732,0.582493519,0.520094281,0.49288383,0.458458849,0.568133072,0.345371726,0.323003465,0.428809927,0.431288862,0.118519845,98,0.699549172,0.673971324,0.667475103,0.672025725,0.675720196,0.680381823,0.666511182,0.681810032,0.682258299,0.682854681,0.678255754,0.009085644,-8.521312021,-8.263768583,-6.67347943,-8.116043903,-8.27337424,-8.454949216,-7.593853921,-11.97148572,-9.281579412,-8.583020803,-8.573286725,1.304975525,157,-6.355749599,-6.470870174,-6.740521561,-6.622003581,-6.598419953,-6.40633115,-6.791914739,-6.172080435,-6.521613691,-6.329147108,-6.500865199,0.183097895
101,1.035464954,0.004784362,0.064406633,0.00836109,TRUE,0.01,7,0.2,0.01,3,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 0.2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 3, 'n_estimators': 800}",0.182987191,0.403252244,0.489662399,0.519839904,0.480678164,0.427816859,0.542473339,0.326877072,0.315575278,0.324503444,0.40136659,0.107351307,157,0.640831591,0.617687916,0.608289431,0.612557404,0.614997689,0.621804631,0.602489677,0.621963092,0.621439827,0.620627298,0.618268856,0.009711197,-8.585104348,-8.5224119,-7.220425373,-8.204639653,-8.610435158,-8.68742682,-7.970479865,-12.35541677,-9.422838188,-9.090035792,-8.866921386,1.295287932,171,-6.97925261,-7.07967704,-7.376043708,-7.199481786,-7.301221834,-6.964528212,-7.505533383,-6.737925557,-7.13864905,-7.123868097,-7.140618128,0.21001259
102,1.111307049,0.006486186,0.060586929,0.006774272,TRUE,0.01,7,0.3,0,1,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 0.3, 'min_impurity_decrease': 0, 'min_samples_leaf': 1, 'n_estimators': 800}",0.118400978,0.485720287,0.671478924,0.516416713,0.503438607,0.482500251,0.562213005,0.382596365,0.343829248,0.520177747,0.458677212,0.141841146,31,0.811804805,0.785198984,0.790705525,0.794953924,0.786307936,0.795638368,0.771485753,0.796351579,0.789909379,0.799394822,0.792175107,0.009965143,-8.47894824,-7.697747563,-5.895900009,-7.896567445,-7.998713212,-7.884721791,-7.157933108,-11.2561988,-9.10567839,-8.210871027,-8.158327958,1.307677134,99,-4.973693416,-5.17443815,-5.320380926,-5.154510533,-5.280030873,-5.074160743,-5.601066621,-4.899189456,-5.238494154,-4.98277202,-5.169873689,0.195347041
103,1.079545736,0.004992955,0.063633275,0.02061875,TRUE,0.01,7,0.3,0,2,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 0.3, 'min_impurity_decrease': 0, 'min_samples_leaf': 2, 'n_estimators': 800}",0.162796821,0.447789896,0.594188642,0.552068693,0.517705329,0.476568574,0.561254032,0.348702284,0.308153065,0.431004596,0.440023193,0.126930506,83,0.745428779,0.714231488,0.718735139,0.720350352,0.721710889,0.721762976,0.716632805,0.725045775,0.725208061,0.727571184,0.723667745,0.008212049,-8.03990094,-7.89188838,-6.387789112,-7.740843226,-7.782371944,-7.943404017,-7.290059835,-11.74214324,-9.275528751,-8.473775048,-8.25677045,1.357571667,122,-5.675003468,-5.903966179,-6.058254958,-5.94566996,-5.92036152,-5.785267802,-6.066221427,-5.563295768,-5.838843337,-5.68434623,-5.844123065,0.158546929
104,1.073381948,0.009989477,0.058812451,0.002447322,TRUE,0.01,7,0.3,0,3,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 0.3, 'min_impurity_decrease': 0, 'min_samples_leaf': 3, 'n_estimators': 800}",0.176333139,0.436793418,0.528648271,0.537525765,0.490284365,0.449399295,0.537285994,0.333730989,0.301360983,0.368428059,0.415979028,0.113511262,144,0.690525232,0.66574142,0.666988434,0.663215977,0.667365369,0.664971961,0.663487726,0.674544681,0.674211281,0.670429951,0.670148203,0.007794226,-8.070175369,-8.067549568,-6.65669715,-7.960047567,-8.126392801,-8.250926589,-7.678040831,-12.13824923,-9.52978637,-8.743956925,-8.52218224,1.388892556,145,-6.261393314,-6.407000285,-6.570337735,-6.549736669,-6.524788851,-6.348208967,-6.688183251,-6.098282572,-6.364076786,-6.351245518,-6.416325395,0.162492056
105,1.098552251,0.007204925,0.07644124,0.026529478,TRUE,0.01,7,0.3,0.01,1,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 0.3, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'n_estimators': 800}",0.096385223,0.481953441,0.666666417,0.516055528,0.517196032,0.475482917,0.564562928,0.361323447,0.334523631,0.497517259,0.451166682,0.148021638,52,0.811003433,0.786905825,0.789015884,0.791339435,0.783471273,0.792871194,0.776030063,0.798358556,0.794272284,0.799651765,0.792291971,0.009100829,-8.55407486,-7.693537273,-5.86304894,-7.917185195,-7.902607309,-7.927887553,-7.155087003,-11.44986829,-9.094351247,-8.38143076,-8.193907843,1.362775944,108,-5.014263066,-5.186229536,-5.308159278,-5.206979416,-5.338455984,-5.084199345,-5.492752315,-4.896368602,-5.161230088,-5.004565564,-5.16932032,0.169468601
106,1.08300972,0.007083249,0.057986856,0.002079629,TRUE,0.01,7,0.3,0.01,2,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 0.3, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 2, 'n_estimators': 800}",0.144369402,0.454828901,0.619149348,0.563541277,0.519082433,0.477592877,0.586713767,0.348860987,0.312833838,0.425666528,0.445263936,0.137321658,67,0.745349123,0.721796522,0.711547789,0.719480274,0.71774126,0.726944966,0.717894753,0.731161663,0.723927887,0.723554633,0.723939887,0.008790343,-8.168750885,-7.875351456,-6.196369231,-7.649488511,-7.806356508,-8.027864791,-7.097317757,-11.80565984,-9.270498473,-8.613137866,-8.251079531,1.418302075,121,-5.67100761,-5.851839607,-6.122236225,-5.959852873,-6.011912985,-5.796729092,-6.131270615,-5.51418598,-5.877502807,-5.828436807,-5.87649746,0.182581466
107,1.074696231,0.02010397,0.061384606,0.005360134,TRUE,0.01,7,0.3,0.01,3,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 0.3, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 3, 'n_estimators': 800}",0.16821756,0.423316015,0.533307824,0.550329526,0.4998854,0.443853002,0.526675886,0.329798567,0.294096371,0.377820865,0.414730102,0.11706819,147,0.693063862,0.669099667,0.659395984,0.667686508,0.665465002,0.667387371,0.659602906,0.680473902,0.674192847,0.674377468,0.671074552,0.009596559,-8.171367375,-8.126580883,-6.62050381,-7.833963003,-8.084248137,-8.347139153,-7.733430763,-12.08401151,-9.611848442,-8.781844568,-8.539493764,1.383928507,150,-6.220709753,-6.383244696,-6.633625565,-6.512624873,-6.586231486,-6.361193694,-6.711180751,-5.998220843,-6.350335723,-6.365653162,-6.412302055,0.19906579
108,1.189229321,0.004087544,0.058599067,0.002263773,TRUE,0.01,7,0.5,0,1,800,"{'bootstrap': True, 'ccp_alpha': 0.01, 'max_depth': 7, 'max_features': 0.5, 'min_impurity_decrease': 0, 'min_samples_leaf': 1, 'n_estimators': 800}",0.072189064,0.508907389,0.688319312,0.501126718,0.516523368,0.494674416,0.560601105,0.332411766,0.310312411,0.507153112,0.449221866,0.161516261,56,0.830388218,0.812325093,0.816536793,0.826300298,0.809452973,0.820625759,0.804919102,0.830400656,0.817444774,0.822159261,0.819055293,0.008173201,-8.512819751,-7.506926969,-5.441638316,-7.845836801,-7.96733292,-7.660541034,-6.758421489,-11.52208164,-9.397612239,-8.330219238,-8.09434304,1.520240781,86,-4.669241327,-4.868462958,-4.893979849,-4.755167501,-4.914160114,-4.678338939,-5.085700365,-4.449160878,-4.794918537,-4.624426129,-4.77335566,0.16997844
