,0,1
0,39,0.14186046511627906
1,141,0.1511627906976744
2,197,0.15232558139534882
3,137,0.15465116279069768
4,117,0.15813953488372093
5,33,0.16046511627906976
6,138,0.16046511627906976
7,40,0.16162790697674417
8,67,0.16162790697674417
9,50,0.16395348837209303
10,82,0.16744186046511628
11,3,0.1686046511627907
12,166,0.17209302325581396
13,118,0.17325581395348838
14,95,0.1744186046511628
15,133,0.1744186046511628
16,171,0.1744186046511628
17,37,0.17674418604651163
18,102,0.17674418604651163
19,145,0.17674418604651163
20,193,0.17790697674418604
21,164,0.17906976744186046
22,77,0.18023255813953487
23,98,0.18023255813953487
24,152,0.18023255813953487
25,35,0.1813953488372093
26,22,0.18255813953488373
27,26,0.18255813953488373
28,119,0.18255813953488373
29,71,0.18372093023255814
30,189,0.18372093023255814
31,55,0.18488372093023256
32,104,0.18488372093023256
33,180,0.18488372093023256
34,52,0.18604651162790697
35,150,0.18604651162790697
36,93,0.1872093023255814
37,109,0.1872093023255814
38,173,0.1872093023255814
39,174,0.1872093023255814
40,29,0.19069767441860466
41,142,0.1930232558139535
42,78,0.1941860465116279
43,146,0.19651162790697674
44,91,0.19767441860465115
45,10,0.19883720930232557
46,24,0.20116279069767443
47,159,0.20116279069767443
48,127,0.20465116279069767
49,151,0.20465116279069767
50,177,0.20465116279069767
51,0,0.2058139534883721
52,20,0.2058139534883721
53,58,0.2058139534883721
54,9,0.20813953488372092
55,135,0.20813953488372092
56,184,0.20813953488372092
57,139,0.20930232558139536
58,195,0.20930232558139536
59,198,0.20930232558139536
60,103,0.21046511627906977
61,130,0.21046511627906977
62,194,0.21046511627906977
63,30,0.2116279069767442
64,101,0.2116279069767442
65,128,0.2116279069767442
66,36,0.21395348837209302
67,68,0.21395348837209302
68,187,0.21395348837209302
69,44,0.21511627906976744
70,69,0.21511627906976744
71,134,0.21511627906976744
72,181,0.21511627906976744
73,16,0.21627906976744185
74,72,0.21627906976744185
75,73,0.21744186046511627
76,192,0.21744186046511627
77,196,0.21744186046511627
78,89,0.21976744186046512
79,123,0.21976744186046512
80,83,0.22093023255813954
81,165,0.22093023255813954
82,169,0.22093023255813954
83,188,0.22093023255813954
84,112,0.22209302325581395
85,49,0.22325581395348837
86,111,0.22325581395348837
87,113,0.22325581395348837
88,158,0.22325581395348837
89,172,0.2255813953488372
90,186,0.2255813953488372
91,48,0.22674418604651161
92,18,0.22906976744186047
93,12,0.2302325581395349
94,45,0.2302325581395349
95,65,0.2302325581395349
96,92,0.2302325581395349
97,57,0.2313953488372093
98,163,0.2313953488372093
99,5,0.23255813953488372
100,17,0.23255813953488372
101,129,0.23255813953488372
102,179,0.23255813953488372
103,61,0.23604651162790696
104,7,0.23837209302325582
105,47,0.23837209302325582
106,53,0.23837209302325582
107,136,0.23837209302325582
108,167,0.23837209302325582
109,170,0.23837209302325582
110,124,0.23953488372093024
111,155,0.23953488372093024
112,23,0.24069767441860465
113,143,0.24186046511627907
114,140,0.24302325581395348
115,132,0.2441860465116279
116,106,0.2453488372093023
117,162,0.2453488372093023
118,59,0.24651162790697675
119,43,0.24883720930232558
120,1,0.25
121,131,0.25
122,178,0.25232558139534883
123,11,0.2534883720930233
124,25,0.2534883720930233
125,120,0.2534883720930233
126,31,0.2569767441860465
127,115,0.2569767441860465
128,160,0.2569767441860465
129,185,0.2569767441860465
130,81,0.25813953488372093
131,161,0.25813953488372093
132,191,0.2616279069767442
133,6,0.2627906976744186
134,176,0.2627906976744186
135,38,0.26395348837209304
136,85,0.2651162790697674
137,46,0.26627906976744187
138,84,0.26627906976744187
139,116,0.26627906976744187
140,147,0.26627906976744187
141,70,0.26744186046511625
142,183,0.26744186046511625
143,42,0.2686046511627907
144,28,0.26976744186046514
145,66,0.26976744186046514
146,75,0.26976744186046514
147,99,0.26976744186046514
148,96,0.2709302325581395
149,86,0.27325581395348836
150,90,0.27325581395348836
151,154,0.2744186046511628
152,108,0.27674418604651163
153,60,0.27906976744186046
154,100,0.27906976744186046
155,110,0.27906976744186046
156,122,0.27906976744186046
157,94,0.2802325581395349
158,2,0.2813953488372093
159,97,0.28255813953488373
160,168,0.28488372093023256
161,87,0.2872093023255814
162,8,0.28837209302325584
163,63,0.28837209302325584
164,27,0.29069767441860467
165,54,0.29069767441860467
166,34,0.29186046511627906
167,153,0.29186046511627906
168,79,0.2930232558139535
169,19,0.2941860465116279
170,114,0.2941860465116279
171,190,0.29651162790697677
172,182,0.3023255813953488
173,107,0.30465116279069765
174,121,0.30697674418604654
175,105,0.30930232558139537
176,88,0.3127906976744186
177,148,0.3127906976744186
178,21,0.3186046511627907
179,13,0.31976744186046513
180,14,0.32209302325581396
181,74,0.3244186046511628
182,144,0.3244186046511628
183,64,0.32558139534883723
184,126,0.3313953488372093
185,149,0.3325581395348837
186,156,0.3372093023255814
187,32,0.34418604651162793
188,15,0.34651162790697676
189,41,0.34767441860465115
190,125,0.34767441860465115
191,157,0.34767441860465115
192,51,0.3546511627906977
193,4,0.3755813953488372
194,56,0.3930232558139535
195,175,0.39767441860465114
196,62,0.40581395348837207
197,76,0.4313953488372093
198,80,0.4511627906976744
199,199,0.49186046511627907
