,0,1
0,166,0.10036227022675433
1,54,0.11082785455521267
2,59,0.11538977592915604
3,17,0.11686569166778478
4,57,0.11793908493224205
5,27,0.11834160740641353
6,126,0.11914665235475648
7,95,0.12478196699315712
8,107,0.12880719173487187
9,4,0.13296659063464378
10,15,0.1335032872668724
11,0,0.13363746142492955
12,81,0.13363746142492955
13,142,0.13363746142492955
14,69,0.13538172547967262
15,135,0.13578424795384408
16,188,0.13591842211190125
17,82,0.13645511874412988
18,112,0.13658929290218705
19,13,0.13685764121830135
20,131,0.13699181537635852
21,12,0.1408828659600161
22,147,0.1408828659600161
23,150,0.14262713001475916
24,120,0.14302965248893063
25,83,0.14450556822755936
26,180,0.14557896149201663
27,125,0.1482624446531598
28,72,0.1492016637595599
29,108,0.1492016637595599
30,181,0.15040923118207433
31,165,0.15255601771098887
32,172,0.1530927143432175
33,162,0.1533610626593318
34,145,0.15671541661076077
35,68,0.15711793908493224
36,36,0.15778880987521804
37,103,0.15953307392996108
38,100,0.1600697705621897
39,161,0.16060646719441835
40,105,0.1620823829330471
41,119,0.1620823829330471
42,175,0.1620823829330471
43,62,0.16261907956527571
44,110,0.16490004025224742
45,132,0.16490004025224742
46,32,0.16583925935864752
47,43,0.16583925935864752
48,121,0.16583925935864752
49,143,0.16610760767476185
50,24,0.16637595599087615
51,138,0.16664430430699048
52,3,0.16704682678116195
53,31,0.16838856836173352
54,47,0.16879109083590502
55,21,0.16892526499396215
56,90,0.16919361331007648
57,74,0.16932778746813365
58,154,0.16932778746813365
59,164,0.17053535489064806
60,80,0.1708037032067624
61,92,0.17254796726150542
62,55,0.1726821414195626
63,23,0.1733530122098484
64,173,0.1736213605259627
65,5,0.1749631021065343
66,114,0.17697571447739166
67,118,0.17697571447739166
68,29,0.17710988863544883
69,168,0.1777807594257346
70,179,0.17898832684824903
71,40,0.1791225010063062
72,48,0.17925667516436333
73,169,0.18046424258687777
74,79,0.18086676506104923
75,177,0.1816718100093922
76,63,0.18220850664162083
77,140,0.1826110291157923
78,77,0.18274520327384947
79,127,0.1832818999060781
80,196,0.1832818999060781
81,53,0.18368442238024957
82,93,0.18368442238024957
83,7,0.18435529317053537
84,123,0.18475781564470684
85,99,0.18556286059304977
86,71,0.1858312089091641
87,50,0.18650207969944987
88,176,0.18650207969944987
89,9,0.18730712464779284
90,191,0.18757547296390714
91,73,0.18824634375419294
92,184,0.1883805179122501
93,160,0.189990607808936
94,33,0.1909298269153361
95,134,0.1909298269153361
96,19,0.19106400107339327
97,45,0.19106400107339327
98,141,0.1911981752314504
99,185,0.19173487186367905
100,101,0.19213739433785054
101,61,0.19267409097007918
102,183,0.19468670334093655
103,70,0.19643096739567958
104,187,0.19723601234402255
105,129,0.19844357976653695
106,190,0.19844357976653695
107,22,0.19951697303099422
108,10,0.20045619213739435
109,128,0.20045619213739435
110,182,0.20045619213739435
111,137,0.2015295854018516
112,44,0.20421306856299476
113,6,0.20488393935328056
114,189,0.20716490004025226
115,56,0.20823829330470953
116,197,0.208640815778881
117,78,0.20877498993693813
118,199,0.20944586072722393
119,35,0.20971420904333826
120,139,0.2098483832013954
121,42,0.20998255735945257
122,171,0.21038507983362403
123,144,0.2105192539916812
124,30,0.21320273715282437
125,37,0.21320273715282437
126,170,0.21320273715282437
127,2,0.21333691131088153
128,8,0.2144103045753388
129,84,0.2144103045753388
130,192,0.2144103045753388
131,20,0.21481282704951027
132,115,0.21481282704951027
133,193,0.21481282704951027
134,109,0.21494700120756743
135,14,0.2153495236817389
136,106,0.2160203944720247
137,98,0.2165570911042533
138,18,0.22058231584596807
139,51,0.22058231584596807
140,64,0.22058231584596807
141,156,0.22058231584596807
142,186,0.22165570911042534
143,65,0.22286327653293975
144,111,0.22474171474573998
145,116,0.22541258553602575
146,85,0.22648597880048302
147,25,0.22662015295854018
148,157,0.22662015295854018
149,133,0.22769354622299745
150,122,0.22930363611968335
151,178,0.22930363611968335
152,130,0.22943781027774052
153,1,0.22997450690996915
154,149,0.23051120354219778
155,38,0.23104790017442642
156,174,0.23104790017442642
157,34,0.23158459680665505
158,198,0.23198711928082652
159,49,0.23453642828391252
160,159,0.23453642828391252
161,155,0.23480477660002683
162,117,0.23762243391922716
163,88,0.23869582718368443
164,152,0.23990339460619883
165,46,0.2416476586609419
166,158,0.2416476586609419
167,86,0.2455387092445995
168,52,0.24607540587682813
169,153,0.24607540587682813
170,39,0.24661210250905677
171,66,0.24661210250905677
172,26,0.24755132161545687
173,102,0.2483563665637998
174,113,0.2503689789346572
175,195,0.2560042935730578
176,124,0.25721186099557225
177,146,0.2582852542600295
178,28,0.2589561250503153
179,194,0.2633838722662015
180,76,0.26499396216288745
181,96,0.26499396216288745
182,148,0.26781161948208776
183,136,0.2704951026432309
184,97,0.2727760633302026
185,151,0.27384945659465987
186,16,0.27452032738494564
187,75,0.27545954649134574
188,11,0.27948477123306054
189,67,0.279887293707232
190,167,0.28096068697168924
191,87,0.28283912518448945
192,60,0.2894136589292902
193,94,0.2922313162484905
194,163,0.29665906346437676
195,89,0.30269690057694887
196,104,0.32496981081443715
197,58,0.3410707097812961
198,91,0.3410707097812961
199,41,0.35059707500335435
